id,A_exposed,C_exposed,D_exposed,E_exposed,F_exposed,G_exposed,H_exposed,I_exposed,K_exposed,L_exposed,M_exposed,N_exposed,P_exposed,Q_exposed,R_exposed,S_exposed,T_exposed,V_exposed,W_exposed,Y_exposed
P0C7T5,33.0,4.0,19.0,39.0,3.0,42.0,13.0,1.0,15.0,13.0,2.0,16.0,55.0,37.0,31.0,55.0,26.0,11.0,1.0,2.0
P0C7T7,26.0,0.0,7.0,13.0,1.0,32.0,6.0,0.0,2.0,2.0,2.0,5.0,43.0,16.0,43.0,20.0,14.0,3.0,0.0,0.0
P0C7T8,8.0,1.0,2.0,14.0,2.0,11.0,6.0,0.0,3.0,12.0,1.0,3.0,10.0,11.0,13.0,10.0,6.0,5.0,2.0,1.0
P0C7U0,46.0,3.0,21.0,42.0,1.0,37.0,16.0,0.0,32.0,13.0,2.0,13.0,55.0,26.0,43.0,43.0,19.0,13.0,2.0,1.0
P0C7U1,2.0,0.0,5.0,6.0,1.0,3.0,4.0,3.0,6.0,3.0,2.0,3.0,5.0,8.0,7.0,3.0,6.0,1.0,0.0,0.0
P0C7U3,16.0,2.0,11.0,12.0,4.0,11.0,6.0,8.0,19.0,22.0,4.0,10.0,12.0,15.0,12.0,22.0,11.0,14.0,3.0,5.0
P0C7U9,4.0,0.0,3.0,8.0,1.0,16.0,1.0,0.0,9.0,1.0,1.0,4.0,8.0,10.0,16.0,9.0,11.0,0.0,0.0,0.0
P0C7V0,25.0,2.0,9.0,8.0,2.0,19.0,4.0,0.0,5.0,8.0,3.0,7.0,36.0,9.0,35.0,30.0,11.0,4.0,0.0,3.0
P0C7V4,45.0,6.0,16.0,26.0,6.0,31.0,12.0,3.0,29.0,37.0,8.0,9.0,64.0,26.0,37.0,43.0,19.0,19.0,3.0,2.0
P0C7V6,50.0,0.0,23.0,33.0,4.0,47.0,5.0,1.0,34.0,13.0,3.0,7.0,74.0,77.0,31.0,51.0,14.0,13.0,3.0,1.0
P0C7V7,2.0,0.0,4.0,8.0,3.0,6.0,6.0,4.0,8.0,7.0,2.0,4.0,2.0,4.0,10.0,2.0,1.0,7.0,2.0,3.0
P0C7V8,17.0,1.0,29.0,70.0,6.0,22.0,11.0,6.0,17.0,12.0,3.0,14.0,13.0,22.0,28.0,43.0,17.0,9.0,2.0,5.0
P0C7V9,3.0,0.0,8.0,14.0,1.0,7.0,5.0,0.0,8.0,5.0,2.0,2.0,6.0,12.0,12.0,5.0,7.0,1.0,0.0,1.0
P0C7W0,17.0,3.0,6.0,15.0,4.0,10.0,4.0,1.0,2.0,17.0,5.0,1.0,36.0,12.0,9.0,12.0,5.0,14.0,4.0,6.0
P0C7W6,4.0,1.0,10.0,40.0,5.0,0.0,4.0,4.0,26.0,7.0,3.0,12.0,1.0,17.0,9.0,15.0,8.0,1.0,0.0,2.0
P0C7W8,45.0,6.0,16.0,26.0,6.0,32.0,12.0,3.0,29.0,37.0,8.0,9.0,64.0,26.0,37.0,43.0,19.0,18.0,3.0,2.0
P0C7W9,45.0,6.0,17.0,26.0,6.0,30.0,12.0,3.0,29.0,37.0,8.0,9.0,64.0,26.0,37.0,43.0,19.0,19.0,3.0,2.0
P0C7X0,45.0,5.0,16.0,26.0,6.0,33.0,12.0,3.0,29.0,37.0,8.0,9.0,63.0,26.0,36.0,44.0,19.0,18.0,3.0,2.0
P0C7X1,19.0,1.0,23.0,20.0,3.0,19.0,3.0,1.0,23.0,2.0,2.0,5.0,31.0,16.0,31.0,22.0,12.0,8.0,0.0,1.0
P0C7X2,24.0,1.0,11.0,21.0,1.0,20.0,1.0,2.0,10.0,4.0,2.0,3.0,36.0,6.0,30.0,9.0,6.0,8.0,4.0,1.0
P0C7X3,6.0,1.0,12.0,14.0,0.0,9.0,10.0,0.0,12.0,4.0,2.0,9.0,7.0,15.0,9.0,10.0,5.0,2.0,1.0,1.0
P0C7X4,5.0,2.0,6.0,12.0,4.0,10.0,4.0,2.0,11.0,11.0,3.0,7.0,8.0,11.0,8.0,7.0,5.0,2.0,0.0,1.0
P0C7X5,6.0,1.0,17.0,37.0,1.0,27.0,14.0,2.0,45.0,5.0,2.0,22.0,9.0,29.0,26.0,23.0,17.0,4.0,0.0,0.0
P0C841,3.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,3.0,2.0,8.0,2.0,4.0,5.0,5.0,0.0,0.0,2.0
P0C842,2.0,1.0,4.0,9.0,1.0,5.0,0.0,0.0,3.0,3.0,2.0,5.0,6.0,3.0,6.0,3.0,5.0,2.0,0.0,0.0
P0C843,3.0,0.0,4.0,6.0,2.0,2.0,4.0,1.0,14.0,3.0,2.0,5.0,2.0,3.0,9.0,4.0,3.0,2.0,0.0,1.0
P0C851,3.0,3.0,3.0,6.0,5.0,2.0,1.0,7.0,13.0,19.0,6.0,2.0,5.0,3.0,6.0,16.0,9.0,10.0,3.0,2.0
P0C853,4.0,0.0,3.0,6.0,1.0,8.0,2.0,0.0,3.0,6.0,2.0,2.0,9.0,3.0,4.0,11.0,3.0,1.0,4.0,1.0
P0C854,11.0,2.0,4.0,6.0,0.0,7.0,2.0,0.0,8.0,4.0,1.0,6.0,17.0,10.0,19.0,14.0,9.0,4.0,0.0,1.0
P0C860,21.0,4.0,17.0,36.0,3.0,8.0,8.0,4.0,27.0,15.0,5.0,15.0,26.0,13.0,31.0,46.0,18.0,14.0,1.0,7.0
P0C862,10.0,2.0,14.0,16.0,3.0,59.0,5.0,10.0,23.0,12.0,4.0,10.0,25.0,7.0,14.0,13.0,9.0,7.0,3.0,1.0
P0C864,16.0,0.0,5.0,3.0,0.0,9.0,3.0,0.0,2.0,3.0,1.0,1.0,18.0,10.0,13.0,18.0,4.0,2.0,0.0,1.0
P0C866,8.0,3.0,13.0,11.0,1.0,11.0,8.0,3.0,3.0,7.0,1.0,8.0,13.0,12.0,8.0,18.0,13.0,5.0,2.0,2.0
P0C869,14.0,0.0,20.0,39.0,1.0,14.0,7.0,0.0,18.0,7.0,1.0,6.0,16.0,31.0,30.0,22.0,15.0,4.0,0.0,0.0
P0C870,13.0,0.0,10.0,17.0,0.0,5.0,3.0,0.0,7.0,2.0,1.0,2.0,13.0,8.0,10.0,7.0,3.0,0.0,0.0,1.0
P0C875,4.0,3.0,16.0,28.0,5.0,5.0,6.0,3.0,42.0,11.0,2.0,9.0,13.0,10.0,10.0,19.0,5.0,3.0,1.0,6.0
P0C879,18.0,1.0,3.0,1.0,4.0,12.0,3.0,0.0,1.0,13.0,1.0,1.0,24.0,6.0,16.0,17.0,8.0,7.0,1.0,2.0
P0C880,18.0,1.0,2.0,3.0,1.0,11.0,2.0,1.0,1.0,5.0,1.0,0.0,23.0,3.0,22.0,10.0,8.0,4.0,2.0,0.0
P0C881,18.0,0.0,36.0,57.0,2.0,23.0,11.0,6.0,57.0,13.0,4.0,25.0,20.0,23.0,29.0,51.0,21.0,12.0,0.0,5.0
P0C8F1,1.0,0.0,2.0,7.0,3.0,5.0,1.0,1.0,9.0,7.0,3.0,5.0,0.0,0.0,7.0,4.0,3.0,3.0,0.0,4.0
P0CAP1,16.0,2.0,17.0,53.0,1.0,12.0,4.0,3.0,27.0,15.0,4.0,14.0,9.0,30.0,25.0,23.0,18.0,7.0,0.0,5.0
P0CAP2,17.0,3.0,24.0,37.0,6.0,13.0,8.0,8.0,27.0,24.0,5.0,16.0,20.0,23.0,27.0,39.0,14.0,13.0,1.0,5.0
P0CAT3,5.0,0.0,2.0,6.0,0.0,11.0,7.0,1.0,4.0,9.0,1.0,2.0,18.0,9.0,11.0,7.0,4.0,1.0,4.0,1.0
P0CB33,8.0,1.0,8.0,30.0,2.0,24.0,8.0,1.0,49.0,3.0,3.0,18.0,11.0,14.0,20.0,24.0,21.0,2.0,1.0,4.0
P0CB38,8.0,0.0,18.0,18.0,1.0,10.0,1.0,2.0,26.0,2.0,2.0,10.0,1.0,16.0,18.0,15.0,7.0,3.0,0.0,2.0
P0CB47,10.0,3.0,14.0,34.0,2.0,14.0,6.0,2.0,43.0,8.0,5.0,12.0,13.0,23.0,17.0,29.0,8.0,5.0,1.0,2.0
P0CB48,13.0,2.0,17.0,33.0,1.0,18.0,6.0,1.0,44.0,9.0,8.0,11.0,13.0,25.0,16.0,25.0,9.0,6.0,1.0,2.0
P0CE67,1.0,0.0,3.0,2.0,0.0,6.0,4.0,0.0,5.0,2.0,1.0,2.0,4.0,9.0,3.0,5.0,6.0,1.0,0.0,1.0
P0CE71,5.0,0.0,9.0,9.0,2.0,4.0,1.0,1.0,6.0,0.0,1.0,2.0,1.0,8.0,2.0,9.0,3.0,0.0,0.0,0.0
P0CE72,6.0,0.0,9.0,9.0,2.0,5.0,1.0,1.0,4.0,0.0,2.0,3.0,1.0,7.0,3.0,8.0,4.0,1.0,0.0,0.0
P0CF51,5.0,5.0,12.0,6.0,2.0,3.0,0.0,4.0,16.0,13.0,1.0,10.0,2.0,4.0,2.0,6.0,8.0,5.0,0.0,4.0
P0CF74,5.0,0.0,2.0,6.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,4.0,5.0,2.0,1.0,11.0,5.0,2.0,0.0,1.0
P0CF75,6.0,0.0,17.0,12.0,2.0,14.0,3.0,1.0,14.0,5.0,4.0,7.0,17.0,11.0,12.0,24.0,9.0,4.0,0.0,3.0
P0CF97,6.0,2.0,17.0,40.0,6.0,5.0,7.0,4.0,39.0,5.0,1.0,28.0,10.0,13.0,18.0,28.0,16.0,7.0,0.0,2.0
P0CG00,22.0,3.0,17.0,42.0,3.0,29.0,4.0,4.0,35.0,20.0,6.0,21.0,34.0,21.0,39.0,35.0,21.0,20.0,2.0,3.0
P0CG01,8.0,0.0,5.0,4.0,6.0,3.0,3.0,2.0,10.0,6.0,3.0,9.0,5.0,3.0,3.0,6.0,4.0,3.0,1.0,3.0
P0CG04,5.0,0.0,2.0,6.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,4.0,4.0,2.0,1.0,10.0,8.0,0.0,0.0,2.0
P0CG08,2.0,0.0,8.0,10.0,12.0,8.0,3.0,6.0,18.0,14.0,4.0,8.0,5.0,9.0,10.0,15.0,10.0,7.0,4.0,9.0
P0CG12,22.0,0.0,5.0,2.0,0.0,50.0,2.0,2.0,2.0,2.0,4.0,31.0,86.0,8.0,27.0,32.0,18.0,3.0,0.0,0.0
P0CG13,4.0,1.0,5.0,6.0,1.0,8.0,3.0,3.0,8.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,8.0,2.0,0.0,2.0
P0CG20,37.0,3.0,17.0,23.0,1.0,56.0,9.0,0.0,18.0,13.0,5.0,3.0,88.0,17.0,34.0,34.0,22.0,13.0,2.0,1.0
P0CG21,3.0,0.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0
P0CG22,8.0,1.0,8.0,13.0,2.0,10.0,2.0,1.0,12.0,7.0,5.0,2.0,6.0,6.0,17.0,6.0,6.0,2.0,1.0,1.0
P0CG23,41.0,0.0,8.0,69.0,1.0,39.0,10.0,2.0,10.0,54.0,3.0,2.0,43.0,166.0,41.0,26.0,16.0,15.0,0.0,1.0
P0CG24,8.0,1.0,1.0,35.0,1.0,21.0,3.0,7.0,34.0,2.0,2.0,11.0,7.0,13.0,23.0,23.0,34.0,3.0,0.0,2.0
P0CG29,4.0,1.0,7.0,13.0,1.0,9.0,3.0,1.0,10.0,4.0,1.0,0.0,9.0,13.0,4.0,4.0,5.0,1.0,0.0,0.0
P0CG30,4.0,1.0,7.0,14.0,1.0,8.0,3.0,1.0,9.0,5.0,1.0,0.0,9.0,13.0,4.0,4.0,5.0,1.0,0.0,0.0
P0CG31,17.0,0.0,11.0,46.0,2.0,23.0,11.0,4.0,43.0,2.0,1.0,13.0,16.0,17.0,26.0,40.0,32.0,6.0,0.0,0.0
P0CG32,19.0,1.0,16.0,27.0,0.0,15.0,4.0,4.0,17.0,6.0,2.0,16.0,17.0,12.0,21.0,21.0,10.0,7.0,1.0,2.0
P0CG33,30.0,3.0,22.0,91.0,3.0,23.0,15.0,5.0,47.0,19.0,5.0,20.0,30.0,62.0,38.0,30.0,18.0,16.0,4.0,5.0
P0CG34,0.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0
P0CG36,12.0,1.0,4.0,11.0,2.0,15.0,11.0,2.0,4.0,13.0,1.0,4.0,14.0,7.0,21.0,11.0,6.0,7.0,3.0,2.0
P0CG37,13.0,1.0,4.0,11.0,3.0,15.0,11.0,2.0,4.0,13.0,1.0,4.0,13.0,7.0,21.0,12.0,7.0,7.0,1.0,3.0
P0CG38,15.0,1.0,54.0,74.0,3.0,35.0,18.0,6.0,72.0,23.0,14.0,34.0,21.0,43.0,31.0,57.0,23.0,11.0,1.0,7.0
P0CG39,14.0,1.0,49.0,77.0,4.0,30.0,15.0,5.0,66.0,21.0,14.0,33.0,21.0,43.0,31.0,53.0,21.0,12.0,1.0,6.0
P0CG40,57.0,0.0,13.0,12.0,1.0,41.0,3.0,3.0,16.0,7.0,2.0,12.0,16.0,8.0,20.0,58.0,20.0,4.0,0.0,2.0
P0CG41,27.0,2.0,38.0,76.0,20.0,32.0,10.0,12.0,46.0,35.0,12.0,26.0,63.0,27.0,44.0,54.0,27.0,11.0,2.0,12.0
P0CG42,15.0,0.0,7.0,11.0,0.0,23.0,6.0,0.0,15.0,4.0,3.0,7.0,29.0,30.0,33.0,15.0,15.0,1.0,0.0,1.0
P0CG43,14.0,0.0,8.0,11.0,1.0,23.0,9.0,0.0,15.0,2.0,4.0,7.0,24.0,33.0,30.0,15.0,17.0,1.0,0.0,1.0
P0CG47,5.0,1.0,12.0,16.0,0.0,17.0,0.0,0.0,12.0,3.0,0.0,6.0,0.0,14.0,5.0,4.0,9.0,0.0,0.0,0.0
P0CG48,12.0,0.0,38.0,49.0,0.0,48.0,0.0,0.0,36.0,6.0,0.0,17.0,4.0,27.0,11.0,10.0,26.0,1.0,0.0,0.0
P0CH98,1.0,0.0,5.0,10.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,8.0,6.0,2.0,5.0,10.0,8.0,0.0,0.0,0.0
P0CH99,4.0,0.0,12.0,16.0,3.0,17.0,6.0,5.0,28.0,8.0,7.0,6.0,4.0,14.0,17.0,22.0,11.0,2.0,0.0,2.0
P0CI00,5.0,1.0,12.0,16.0,3.0,17.0,8.0,5.0,28.0,10.0,7.0,6.0,4.0,14.0,16.0,22.0,12.0,1.0,0.0,2.0
P0CI01,6.0,1.0,13.0,35.0,1.0,9.0,5.0,2.0,21.0,7.0,3.0,7.0,30.0,12.0,35.0,26.0,7.0,6.0,3.0,2.0
P0CI25,7.0,3.0,13.0,34.0,2.0,4.0,11.0,5.0,24.0,7.0,5.0,15.0,13.0,15.0,19.0,12.0,11.0,3.0,3.0,5.0
P0CI26,7.0,3.0,13.0,34.0,2.0,5.0,11.0,4.0,23.0,8.0,5.0,15.0,13.0,16.0,19.0,11.0,11.0,3.0,3.0,6.0
P0CJ68,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0
P0CJ69,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0
P0CJ70,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0
P0CJ71,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0
P0CJ72,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0
P0CJ73,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0
P0CJ74,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
P0CJ75,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0
P0CJ76,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0
P0CJ77,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0
P0CJ78,110.0,6.0,28.0,38.0,6.0,111.0,8.0,4.0,47.0,33.0,3.0,8.0,112.0,31.0,62.0,80.0,29.0,27.0,3.0,13.0
P0CJ79,14.0,0.0,23.0,48.0,0.0,37.0,12.0,5.0,83.0,4.0,3.0,27.0,16.0,25.0,36.0,35.0,28.0,13.0,0.0,4.0
P0CJ85,62.0,1.0,8.0,30.0,1.0,36.0,7.0,3.0,3.0,11.0,2.0,0.0,59.0,27.0,33.0,20.0,8.0,6.0,3.0,2.0
P0CJ86,62.0,1.0,8.0,30.0,1.0,36.0,7.0,3.0,3.0,11.0,2.0,0.0,59.0,27.0,33.0,20.0,8.0,6.0,3.0,2.0
P0CJ87,61.0,2.0,9.0,31.0,1.0,38.0,7.0,3.0,3.0,11.0,2.0,0.0,59.0,27.0,33.0,19.0,8.0,7.0,4.0,2.0
P0CJ88,62.0,1.0,8.0,30.0,1.0,36.0,7.0,3.0,3.0,11.0,2.0,0.0,59.0,27.0,33.0,20.0,8.0,6.0,3.0,2.0
P0CJ89,62.0,1.0,8.0,30.0,1.0,36.0,7.0,3.0,3.0,11.0,2.0,0.0,59.0,27.0,33.0,20.0,8.0,6.0,3.0,2.0
P0CJ90,62.0,1.0,8.0,30.0,1.0,36.0,7.0,3.0,3.0,11.0,2.0,0.0,59.0,27.0,33.0,20.0,8.0,6.0,3.0,2.0
P0CJ92,36.0,2.0,19.0,66.0,2.0,31.0,19.0,1.0,48.0,15.0,4.0,22.0,29.0,49.0,33.0,31.0,13.0,11.0,3.0,2.0
P0CK96,10.0,0.0,9.0,13.0,8.0,16.0,4.0,2.0,13.0,25.0,2.0,4.0,11.0,7.0,7.0,19.0,10.0,12.0,3.0,5.0
P0CK97,11.0,1.0,6.0,17.0,8.0,16.0,4.0,0.0,8.0,22.0,5.0,4.0,17.0,5.0,12.0,19.0,5.0,8.0,2.0,4.0
P0CL80,8.0,3.0,6.0,20.0,1.0,12.0,2.0,1.0,3.0,0.0,4.0,1.0,18.0,12.0,7.0,6.0,5.0,3.0,2.0,3.0
P0CL81,8.0,3.0,6.0,20.0,1.0,12.0,2.0,1.0,3.0,0.0,4.0,1.0,18.0,12.0,7.0,6.0,5.0,3.0,2.0,3.0
P0CL82,8.0,3.0,6.0,20.0,1.0,12.0,2.0,1.0,3.0,0.0,4.0,1.0,18.0,12.0,7.0,6.0,5.0,3.0,2.0,3.0
P0CL83,1.0,0.0,8.0,12.0,2.0,9.0,3.0,0.0,9.0,3.0,2.0,1.0,5.0,5.0,11.0,7.0,7.0,1.0,0.0,1.0
P0CL84,1.0,0.0,5.0,7.0,1.0,4.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,8.0,6.0,3.0,4.0,0.0,1.0
P0CL85,1.0,1.0,5.0,7.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,7.0,6.0,3.0,3.0,0.0,1.0
P0CV98,20.0,2.0,8.0,36.0,1.0,12.0,5.0,1.0,10.0,8.0,2.0,4.0,15.0,13.0,22.0,13.0,6.0,10.0,0.0,2.0
P0CV99,20.0,1.0,8.0,37.0,1.0,11.0,5.0,1.0,10.0,7.0,2.0,4.0,15.0,11.0,21.0,12.0,6.0,12.0,0.0,2.0
P0CW00,20.0,2.0,8.0,36.0,1.0,12.0,5.0,1.0,10.0,9.0,3.0,4.0,14.0,13.0,21.0,13.0,6.0,10.0,1.0,2.0
P0CW01,20.0,2.0,8.0,36.0,1.0,12.0,5.0,1.0,10.0,8.0,2.0,4.0,15.0,13.0,22.0,13.0,6.0,10.0,0.0,2.0
P0CW18,26.0,1.0,8.0,31.0,2.0,33.0,10.0,0.0,4.0,16.0,2.0,7.0,41.0,25.0,38.0,20.0,8.0,4.0,3.0,1.0
P0CW19,9.0,1.0,3.0,13.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,5.0,8.0,4.0,5.0,1.0,0.0,0.0
P0CW20,9.0,1.0,3.0,13.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,5.0,8.0,4.0,5.0,1.0,0.0,0.0
P0CW21,0.0,1.0,2.0,1.0,0.0,3.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0
P0CW23,3.0,0.0,2.0,9.0,1.0,4.0,2.0,4.0,7.0,4.0,1.0,4.0,3.0,9.0,4.0,4.0,1.0,6.0,0.0,0.0
P0CW24,26.0,1.0,11.0,39.0,1.0,24.0,2.0,0.0,6.0,8.0,3.0,5.0,7.0,18.0,25.0,10.0,6.0,11.0,3.0,0.0
P0CW27,41.0,0.0,13.0,35.0,2.0,18.0,9.0,3.0,10.0,27.0,2.0,1.0,24.0,29.0,55.0,45.0,9.0,12.0,3.0,2.0
P0CZ25,5.0,2.0,4.0,7.0,0.0,16.0,8.0,1.0,6.0,3.0,1.0,1.0,22.0,4.0,14.0,14.0,5.0,0.0,1.0,0.0
P0DH78,11.0,2.0,5.0,7.0,1.0,16.0,2.0,1.0,2.0,11.0,2.0,0.0,18.0,7.0,11.0,7.0,3.0,1.0,1.0,2.0
P0DI80,5.0,1.0,3.0,6.0,5.0,4.0,0.0,6.0,1.0,9.0,1.0,3.0,1.0,4.0,0.0,1.0,5.0,4.0,3.0,0.0
P0DI82,4.0,0.0,7.0,6.0,3.0,3.0,6.0,0.0,8.0,3.0,1.0,7.0,4.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0
P0DI83,13.0,0.0,7.0,6.0,1.0,19.0,3.0,1.0,0.0,4.0,1.0,0.0,28.0,8.0,33.0,7.0,6.0,9.0,0.0,0.0
P0DJ07,2.0,0.0,3.0,11.0,5.0,1.0,0.0,4.0,6.0,7.0,3.0,2.0,3.0,5.0,8.0,2.0,1.0,3.0,3.0,1.0
P0DJ93,4.0,1.0,4.0,7.0,5.0,6.0,5.0,2.0,2.0,13.0,2.0,0.0,4.0,2.0,7.0,9.0,6.0,7.0,3.0,1.0
P0DJD0,34.0,3.0,76.0,119.0,4.0,44.0,11.0,8.0,109.0,14.0,5.0,55.0,38.0,46.0,37.0,104.0,47.0,21.0,0.0,7.0
P0DJD1,36.0,3.0,76.0,121.0,3.0,44.0,11.0,8.0,108.0,13.0,4.0,54.0,38.0,47.0,37.0,106.0,45.0,19.0,0.0,8.0
P0DJD3,21.0,2.0,29.0,23.0,1.0,47.0,25.0,3.0,18.0,8.0,5.0,16.0,33.0,7.0,68.0,66.0,13.0,7.0,3.0,28.0
P0DJD4,21.0,2.0,29.0,23.0,1.0,46.0,25.0,3.0,17.0,8.0,5.0,17.0,33.0,8.0,68.0,65.0,13.0,7.0,3.0,28.0
P0DJD7,7.0,1.0,11.0,14.0,0.0,13.0,0.0,1.0,8.0,7.0,2.0,11.0,8.0,8.0,5.0,26.0,10.0,1.0,1.0,2.0
P0DJD8,7.0,1.0,10.0,13.0,0.0,12.0,0.0,1.0,9.0,7.0,2.0,11.0,9.0,7.0,4.0,27.0,10.0,1.0,1.0,3.0
P0DJD9,6.0,1.0,9.0,14.0,0.0,12.0,0.0,1.0,9.0,7.0,2.0,11.0,8.0,7.0,5.0,26.0,10.0,1.0,1.0,2.0
P0DJG4,14.0,2.0,18.0,36.0,6.0,9.0,13.0,6.0,29.0,15.0,1.0,12.0,42.0,24.0,28.0,24.0,11.0,6.0,2.0,9.0
P0DJH9,3.0,2.0,14.0,12.0,3.0,6.0,4.0,6.0,14.0,2.0,3.0,8.0,10.0,8.0,9.0,18.0,9.0,4.0,5.0,7.0
P0DJI8,2.0,1.0,6.0,7.0,7.0,7.0,2.0,1.0,5.0,7.0,1.0,2.0,3.0,0.0,7.0,7.0,1.0,3.0,2.0,2.0
P0DJI9,2.0,1.0,7.0,5.0,5.0,6.0,1.0,1.0,5.0,8.0,1.0,2.0,3.0,0.0,9.0,8.0,2.0,3.0,1.0,2.0
P0DJJ0,14.0,5.0,25.0,38.0,13.0,4.0,7.0,7.0,39.0,11.0,9.0,17.0,9.0,35.0,14.0,24.0,16.0,8.0,1.0,4.0
P0DJR0,3.0,3.0,6.0,12.0,1.0,7.0,7.0,1.0,9.0,1.0,4.0,4.0,3.0,8.0,4.0,7.0,6.0,1.0,0.0,2.0
P0DKB5,34.0,0.0,20.0,12.0,5.0,25.0,4.0,2.0,1.0,10.0,3.0,5.0,17.0,10.0,38.0,10.0,3.0,3.0,1.0,5.0
P0DKB6,12.0,1.0,3.0,4.0,0.0,6.0,1.0,1.0,6.0,6.0,4.0,1.0,5.0,4.0,10.0,7.0,5.0,2.0,2.0,6.0
P0DKL9,3.0,3.0,6.0,11.0,4.0,2.0,2.0,3.0,13.0,2.0,2.0,13.0,7.0,11.0,7.0,8.0,5.0,1.0,0.0,2.0
P0DKV0,67.0,16.0,32.0,67.0,27.0,57.0,35.0,9.0,56.0,97.0,20.0,38.0,127.0,86.0,75.0,136.0,59.0,46.0,6.0,6.0
P0DKX0,15.0,1.0,6.0,58.0,2.0,38.0,7.0,3.0,85.0,2.0,4.0,16.0,9.0,11.0,19.0,35.0,30.0,7.0,0.0,0.0
P0DKX4,1.0,1.0,4.0,5.0,6.0,0.0,2.0,4.0,6.0,6.0,2.0,6.0,3.0,3.0,3.0,6.0,7.0,9.0,2.0,4.0
P0DL12,5.0,2.0,6.0,15.0,4.0,6.0,3.0,2.0,5.0,12.0,4.0,0.0,8.0,7.0,5.0,13.0,8.0,9.0,4.0,0.0
P0DM35,7.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0
P0DM63,6.0,0.0,14.0,20.0,0.0,9.0,8.0,2.0,21.0,2.0,1.0,13.0,27.0,9.0,20.0,18.0,16.0,1.0,0.0,0.0
P0DMB1,9.0,0.0,10.0,17.0,0.0,13.0,4.0,1.0,5.0,5.0,3.0,8.0,29.0,17.0,21.0,19.0,7.0,3.0,0.0,3.0
P0DMB2,3.0,0.0,3.0,5.0,5.0,5.0,2.0,3.0,12.0,5.0,1.0,6.0,12.0,13.0,6.0,9.0,4.0,5.0,0.0,0.0
P0DMC3,1.0,1.0,0.0,0.0,7.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,4.0,4.0,8.0,3.0,1.0,2.0,0.0,0.0
P0DME0,8.0,0.0,36.0,48.0,2.0,14.0,4.0,4.0,22.0,10.0,3.0,7.0,14.0,13.0,6.0,11.0,2.0,3.0,1.0,0.0
P0DML2,5.0,0.0,13.0,7.0,2.0,7.0,6.0,0.0,6.0,10.0,1.0,5.0,4.0,9.0,9.0,15.0,8.0,2.0,1.0,1.0
P0DML3,6.0,0.0,13.0,8.0,2.0,7.0,6.0,0.0,6.0,10.0,1.0,5.0,3.0,9.0,9.0,15.0,8.0,2.0,1.0,1.0
