ID,PTM_count,Phosphorylation,Glycosylation,Ubiquitination,SUMOylation,Acetyllysine,Palmitoylation,Hydroxylation,Methylation,Pyrrolidone_carboxylic_acid
Q12986,87,31,8,6,2,3,1,30,4,2
P28336,15,6,4,0,1,0,2,0,1,1
A6NFF2,9,3,1,0,0,2,0,1,0,2
Q5HYW2,139,96,20,9,4,2,1,3,2,2
Q96TA1,31,21,2,5,1,1,0,0,0,1
Q14112,76,31,20,2,3,1,2,13,4,0
Q13253,14,3,2,0,0,0,4,2,1,2
Q14934,113,62,7,10,0,1,1,22,9,1
Q9NX24,8,2,1,2,0,1,1,0,1,0
P56556,8,1,4,1,0,1,0,0,0,1
Q9UKK9,16,7,2,3,1,2,0,1,0,0
P54845,28,13,7,2,2,1,0,1,1,1
O14786,42,22,12,3,1,1,0,1,1,1
Q8WWG1,11,3,2,0,0,0,1,5,0,0
Q9NY59,41,22,4,4,0,3,5,0,1,2
Q9BV86,8,3,2,0,0,2,0,0,0,1
Q96E93,17,7,5,0,0,0,2,2,0,1
Q5T7B8,131,73,23,10,2,5,2,4,8,4
Q8IUC1,21,2,9,0,0,0,5,5,0,0
Q9H0B6,59,36,3,10,1,4,1,1,0,3
P60371,46,1,5,0,0,0,3,37,0,0
O43526,85,48,4,5,0,4,5,11,6,2
Q9NS87,66,27,9,10,10,3,2,1,0,4
P31323,23,13,0,4,0,3,0,1,2,0
Q9NPI7,16,12,1,0,1,0,0,0,2,0
P22001,36,15,6,2,0,1,1,8,1,2
Q9NVX7,14,3,6,4,0,1,0,0,0,0
P04430,11,3,3,1,0,0,2,0,0,2
Q9H9P8,28,9,2,3,0,4,1,6,3,0
Q96MP8,13,7,3,0,2,0,0,0,0,1
A2NJV5,5,4,0,0,0,0,0,0,0,1
Q9H825,16,7,2,1,1,3,1,0,1,0
Q8TDZ2,57,31,12,7,1,1,0,1,2,2
Q8NHS3,14,7,4,0,0,0,0,0,2,1
Q96EN8,32,16,9,3,0,1,1,0,2,0
O15442,9,2,1,3,1,0,0,0,1,1
P26038,35,13,4,14,0,3,0,0,1,0
Q5T3U5,39,13,4,4,1,1,1,1,2,12
Q8WXB1,7,1,3,3,0,0,0,0,0,0
Q8N9H8,41,19,2,6,0,0,1,9,0,4
Q8N6N6,6,1,0,1,0,1,0,0,2,1
Q9UHF3,7,2,1,1,0,1,0,1,1,0
P49321,85,49,12,17,3,1,1,0,1,1
Q9UKN7,221,107,36,18,6,7,2,10,27,8
Q6PIF6,61,24,8,11,0,5,2,1,4,6
P49821,19,6,4,3,1,3,0,0,2,0
Q8NI08,79,54,12,6,2,2,0,0,2,1
P61583,5,1,0,0,0,1,0,0,1,2
P78316,52,29,1,5,2,5,0,0,6,4
Q9UM47,199,43,57,4,2,3,0,79,6,5
P46087,73,37,10,15,1,4,0,1,5,0
Q92570,62,23,17,2,2,6,1,7,2,2
Q9HC29,30,12,4,3,0,1,7,0,0,3
Q9GZQ6,16,1,5,1,0,0,1,4,1,3
P56730,35,11,6,3,1,3,1,0,8,2
Q16236,34,24,5,3,0,2,0,0,0,0
Q969S2,20,11,0,2,1,2,3,1,0,0
Q6VVB1,11,4,1,1,0,1,0,2,0,2
Q16795,16,5,0,8,0,0,0,1,1,1
Q8NGD5,3,0,1,0,0,0,0,0,0,2
P0C626,2,0,1,0,0,0,0,0,1,0
Q9GZK3,11,1,2,0,0,1,0,3,0,4
P41145,14,4,5,1,0,0,1,2,0,1
Q96R67,7,1,3,0,0,0,1,0,1,1
Q8NGG4,3,1,2,0,0,0,0,0,0,0
Q96CB9,14,6,0,1,1,3,2,1,0,0
O60890,51,23,12,9,2,4,0,1,0,0
P03999,14,4,3,3,0,1,1,0,1,1
Q6UWF7,25,4,16,0,1,1,1,0,1,1
Q96DL1,28,7,15,0,2,2,1,0,1,0
Q8NH05,10,1,1,0,0,0,2,3,1,2
Q8IXS6,37,17,2,7,1,2,2,2,1,3
Q9P1W9,26,8,2,5,0,1,0,9,1,0
Q8WV24,17,4,1,3,0,1,0,2,4,2
Q68D20,39,28,6,2,0,1,0,0,2,0
Q8TBJ4,10,5,3,0,0,0,0,0,0,2
Q8WZA1,37,23,1,3,3,4,1,1,1,0
Q7Z6K3,13,7,2,3,0,1,0,0,0,0
Q9UNM6,10,4,0,4,0,1,0,0,0,1
Q92613,61,39,2,6,3,7,2,2,0,0
Q9NQ38,56,26,5,6,9,4,0,3,1,2
Q86UX2,44,15,11,2,0,6,2,0,5,3
Q5JYT7,91,54,7,12,3,2,0,5,2,6
Q9Y624,14,9,3,1,0,1,0,0,0,0
O00410,28,8,6,1,4,4,0,0,1,4
O14896,23,9,4,4,1,3,0,1,0,1
Q9UNL4,29,15,0,3,1,6,2,1,1,0
O94953,51,31,2,11,2,3,1,1,0,0
Q96Q89,102,48,18,15,13,7,0,0,1,0
Q3LI67,4,0,1,0,0,0,1,0,2,0
A0A0C4DH26,12,7,2,1,0,0,0,0,1,1
Q96ES6,4,0,0,1,0,0,0,0,0,3
Q9UI43,12,3,2,2,1,1,1,1,0,1
Q7Z745,41,8,7,7,1,7,4,0,1,6
Q8NEH6,33,4,1,14,6,3,2,0,1,2
Q9H579,24,14,1,3,1,0,2,0,1,2
Q96QG7,16,5,4,4,0,0,0,0,1,2
Q9UHG3,16,2,3,1,3,2,3,1,0,1
Q13562,27,14,8,0,2,1,0,1,1,0
Q9NPC7,36,26,4,1,2,0,1,0,1,1
Q9Y6X6,132,71,11,5,3,6,2,27,4,3
Q13232,8,3,0,0,0,3,1,1,0,0
Q9NP98,35,17,8,1,2,1,0,1,5,0
A7E2Y1,114,51,7,39,2,4,0,1,2,8
Q6P3W6,56,26,4,19,3,0,0,2,0,2
Q02045,15,8,1,1,3,1,0,0,1,0
O14931,14,1,4,1,0,0,0,5,1,2
Q8NCW5,12,4,0,0,0,1,1,2,2,2
Q7RTP0,9,2,3,0,0,0,0,2,1,1
Q9Y618,338,172,68,36,9,6,1,26,15,5
P51513,50,14,22,7,1,3,0,0,2,1
P35228,51,25,8,8,1,4,1,1,2,1
Q9NPE2,30,14,3,3,1,3,0,0,4,2
Q14957,70,32,11,0,0,1,1,14,7,4
Q9H6R4,30,16,1,3,0,1,0,3,3,3
Q12980,30,16,5,2,1,1,1,0,2,2
O75380,8,2,0,3,0,2,1,0,0,0
Q9BSC4,37,20,3,4,3,4,0,0,1,2
Q8N9A8,4,1,1,1,0,1,0,0,0,0
O75469,8,5,0,0,1,0,1,0,0,1
Q92617,114,67,11,15,1,1,0,1,8,10
Q6UXI9,44,13,11,4,2,2,0,11,0,1
P52848,22,4,4,4,1,2,3,1,3,0
Q7Z417,59,32,13,9,2,2,0,0,1,0
Q8IVF1,71,33,11,11,1,0,2,5,5,3
Q8NFH3,9,3,1,0,0,2,0,2,1,0
Q8WUM0,68,40,14,3,1,2,0,4,4,0
Q15615,3,0,1,0,0,0,2,0,0,0
P0C7N1,3,0,1,0,0,1,1,0,0,0
P35558,30,14,2,5,1,7,1,0,0,0
Q8IY26,25,12,6,0,0,0,2,4,1,0
P22103,2,0,0,0,1,0,0,1,0,0
Q14651,32,10,11,2,0,6,1,0,1,1
Q96CS7,10,2,4,1,0,1,0,2,0,0
P11686,9,2,0,2,0,0,2,1,1,1
Q3SYG4,32,14,5,5,0,4,0,1,1,2
P46940,57,20,6,13,4,8,2,0,1,3
Q107X0,20,7,11,2,0,0,0,0,0,0
Q96AC6,50,25,6,2,0,0,2,9,2,4
Q02241,63,30,9,6,2,6,0,1,6,3
Q86W47,10,2,2,0,2,0,1,0,1,2
Q7Z3B3,99,69,15,6,4,2,0,1,0,2
Q9BV57,12,2,3,3,0,1,0,0,2,1
Q05655,40,29,1,2,3,5,0,0,0,0
Q3ZCV2,30,13,6,3,0,2,1,1,3,1
Q8N2G4,11,3,1,0,0,1,1,3,1,1
Q96JK9,93,35,25,11,3,1,0,5,12,1
O60299,68,35,10,12,0,2,0,3,3,3
Q8WZA0,13,5,3,4,1,0,0,0,0,0
Q9H8H3,4,0,1,1,0,1,0,0,0,1
Q9NRE1,6,2,2,0,1,1,0,0,0,0
A0A0U1RRL7,6,2,1,0,0,0,1,0,1,1
P22897,50,16,16,3,2,8,1,1,1,2
Q96AM1,10,2,2,0,0,0,1,3,1,1
Q7L9L4,11,6,1,1,1,2,0,0,0,0
Q8NCU8,3,0,0,3,0,0,0,0,0,0
P48039,13,4,2,0,1,1,1,0,1,3
P57103,29,13,6,3,0,2,1,1,2,1
P60323,22,12,0,1,1,2,1,3,2,0
Q9BWU0,65,42,7,10,1,3,0,2,0,0
P22392,12,5,0,1,1,5,0,0,0,0
P51970,6,1,2,1,2,0,0,0,0,0
O00483,6,2,0,1,1,1,0,0,0,1
Q02818,23,8,1,12,0,0,0,0,0,2
Q6IQ23,109,69,14,10,2,3,1,2,6,2
O95848,5,2,2,0,0,0,0,0,0,1
Q5VVY1,10,5,1,0,1,1,0,1,1,0
Q8WZ94,2,0,1,0,1,0,0,0,0,0
Q8NGR2,1,0,1,0,0,0,0,0,0,0
Q15738,13,2,3,2,0,2,0,2,0,2
Q8NGN0,3,0,2,0,0,0,0,0,0,1
Q8NH21,2,1,0,0,0,0,0,0,0,1
Q9P1Q5,4,0,2,0,0,0,0,0,0,2
Q9H4D5,21,11,4,2,1,3,0,0,0,0
Q8NGJ5,5,1,1,0,0,1,0,0,0,2
Q6NXP6,16,8,4,2,0,1,0,0,1,0
A6NHG9,2,0,1,1,0,0,0,0,0,0
Q8NGE0,3,1,1,0,0,0,0,0,1,0
Q9Y4A9,4,1,1,0,0,1,0,0,0,1
Q8NGK6,3,0,1,0,0,1,0,0,0,1
Q8NHC5,4,0,3,0,0,1,0,0,0,0
Q9UP65,21,6,6,1,2,2,2,1,1,0
Q9Y619,10,1,0,6,1,0,0,0,1,1
Q9Y5F8,37,15,9,3,1,5,1,0,1,2
Q9UNF0,24,15,3,3,1,1,0,0,0,1
Q86YL7,34,4,27,1,0,0,0,1,1,0
Q8WXW3,49,20,7,9,3,8,0,0,2,0
Q86YP4,83,32,23,10,4,2,1,0,10,1
Q13258,22,8,4,1,0,2,3,1,1,2
O15530,38,25,2,5,2,2,0,1,0,1
Q9UL41,26,11,4,0,0,3,1,1,4,2
O00592,117,28,73,4,1,2,3,0,3,3
P63133,39,16,5,4,2,5,2,1,4,0
Q96M27,45,7,24,1,0,1,0,6,5,1
Q8TC59,46,19,7,3,3,2,0,2,10,0
P04070,16,4,5,1,1,2,0,1,0,2
P07988,14,6,2,2,0,0,2,1,0,1
P12272,18,14,1,1,0,0,0,0,1,1
Q5JS54,2,0,1,0,1,0,0,0,0,0
Q6GMV3,6,0,0,4,0,1,0,0,1,0
Q92729,50,16,18,2,7,0,1,0,3,3
P0C7L1,5,1,1,0,0,0,1,1,1,0
P18084,33,9,10,2,0,4,0,7,1,0
Q0VF49,110,65,6,30,3,2,0,0,2,2
Q14532,20,4,0,2,1,0,2,11,0,0
P28290,152,100,19,15,4,6,1,4,3,0
P49441,10,4,1,1,0,2,1,1,0,0
O15327,45,22,4,6,2,6,1,4,0,0
Q9BY32,6,2,0,1,1,0,0,0,1,1
P05111,20,10,6,0,1,0,2,0,0,1
A1A4Y4,8,2,1,2,0,2,1,0,0,0
Q96NJ5,18,6,4,1,1,1,1,1,1,2
Q7Z7F0,70,20,32,2,3,2,0,4,4,3
Q13557,34,22,4,2,1,1,1,1,1,1
Q86SY8,3,1,0,0,0,0,2,0,0,0
Q96L42,53,31,8,3,6,2,0,1,1,1
P33176,57,21,9,18,0,4,1,1,2,1
Q14012,24,10,3,2,3,1,1,4,0,0
Q9P2N6,67,27,18,10,0,4,0,4,3,1
A5PL33,114,50,24,8,3,0,0,16,10,3
P30085,14,6,1,3,1,1,0,0,1,1
Q6ZNG9,27,9,5,2,1,8,2,0,0,0
P0DSN7,10,4,2,0,0,0,1,0,1,2
P01611,9,3,2,0,0,0,1,0,1,2
Q6UYE1,8,2,3,0,0,1,0,1,1,0
Q86YQ2,6,2,1,0,1,0,0,0,0,2
Q6DKI2,16,4,4,0,0,0,1,1,4,2
O75610,10,7,1,0,0,0,0,0,1,1
Q9BWQ8,18,6,5,3,0,1,1,0,0,2
O95202,43,11,2,9,6,5,1,4,4,1
Q8IX19,11,3,2,2,1,2,0,1,0,0
O43708,15,4,4,0,0,4,0,1,0,2
Q49MG5,85,54,14,4,4,6,0,3,0,0
Q13233,134,64,36,11,3,4,0,8,4,4
Q9BY19,11,3,5,0,0,0,0,2,0,1
P57077,13,4,3,4,1,1,0,0,0,0
Q9NX47,6,0,1,2,0,1,0,1,0,1
Q96JG8,66,24,20,5,0,5,0,0,9,3
Q5J8X5,5,4,0,0,0,0,0,0,0,1
P61244,27,18,1,3,0,4,0,0,0,1
P21145,3,0,1,0,0,0,0,1,0,1
A6NDZ8,19,6,2,3,0,0,2,4,1,1
Q8IZL2,103,33,31,5,5,1,0,16,12,0
Q13495,61,29,14,2,2,0,0,4,6,4
Q96EY5,21,15,2,1,0,0,0,1,1,1
Q9H1A3,13,7,2,1,1,1,0,0,1,0
Q96QH8,3,0,0,2,1,0,0,0,0,0
P43355,20,5,6,3,1,2,1,0,0,2
P43356,14,6,1,1,1,0,0,1,0,4
P20700,64,34,5,10,1,5,0,6,3,0
Q96S90,29,20,2,2,1,1,0,1,1,1
O15479,30,8,10,5,1,3,0,1,2,0
Q92686,11,2,1,1,0,0,3,3,1,0
Q8N912,12,2,5,2,0,0,2,0,0,1
O75900,23,9,8,1,0,0,0,4,1,0
P39900,20,5,3,1,0,7,1,1,1,1
B2RBV5,12,4,0,1,1,0,3,3,0,0
Q13614,33,21,3,3,0,1,2,0,2,1
Q8N1T3,34,7,4,9,3,8,0,1,1,1
Q01538,124,75,8,13,5,10,0,10,1,2
Q8TD19,71,37,12,7,1,6,2,2,4,0
Q8NBF2,27,11,6,2,2,3,1,0,2,0
Q96G61,20,6,1,4,0,1,1,4,3,0
Q86X67,10,2,1,2,0,2,3,0,0,0
Q0GE19,8,0,1,2,3,0,0,0,0,2
P53370,13,3,0,0,1,3,0,1,4,1
P03915,20,0,13,0,0,0,0,0,2,5
Q9HC10,81,36,14,6,8,9,3,0,5,0
Q86Y26,96,55,16,12,1,2,0,5,2,3
P0C7N8,6,0,3,0,1,0,0,0,0,2
Q8NH94,5,0,2,0,0,1,1,0,0,1
Q9GZM6,5,3,1,0,0,0,0,0,0,1
Q8NGJ4,6,1,2,2,1,0,0,0,0,0
Q8NGN6,4,2,2,0,0,0,0,0,0,0
Q8NGX3,3,1,1,0,0,0,0,1,0,0
Q8NGK2,6,0,1,0,0,0,1,1,1,2
Q9H208,8,3,0,0,0,2,1,1,1,0
Q8NGF4,4,1,1,1,1,0,0,0,0,0
Q8NGN3,2,1,1,0,0,0,0,0,0,0
Q9Y5P8,31,11,5,4,1,4,0,1,4,1
P0DN81,4,0,1,1,0,1,1,0,0,0
A1E959,21,6,13,1,0,0,0,0,0,1
Q9BYE7,19,8,3,2,0,2,0,4,0,0
Q5T2S8,50,20,9,6,3,6,1,0,2,3
Q9UGF5,7,1,4,0,0,0,1,0,0,1
Q8WVF1,16,7,0,1,1,5,0,0,1,1
Q8NGY9,4,0,2,0,0,0,1,0,0,1
Q9HCR9,43,20,10,2,2,5,0,1,3,0
Q01064,19,13,1,0,1,0,0,1,0,3
Q9Y5H2,39,11,15,2,3,4,0,0,3,1
A0A0X1KG70,2,0,1,0,0,0,1,0,0,0
P40855,26,12,6,3,0,1,1,3,0,0
Q14442,8,4,1,1,1,0,1,0,0,0
Q8TCI5,20,8,0,1,2,3,1,1,4,0
P54886,27,10,5,5,0,2,1,0,3,1
Q86X59,35,11,7,0,0,0,0,9,6,2
Q6VVX0,13,2,1,1,0,3,1,0,1,4
P61566,27,10,12,0,0,0,2,0,1,2
Q9NT22,39,17,9,1,1,0,1,1,4,5
Q6EEV4,15,8,0,1,0,0,0,3,3,0
Q9NQX3,45,26,8,4,0,4,0,2,1,0
Q9NS66,13,2,5,0,1,0,1,3,1,0
P63092,14,8,1,1,0,3,1,0,0,0
Q7Z5G4,10,2,0,2,0,3,2,1,0,0
P51810,22,10,4,0,0,0,2,4,0,2
P48637,18,9,1,4,0,3,0,0,0,1
P11169,19,8,3,1,0,2,0,1,2,2
Q71UI9,9,2,1,2,0,4,0,0,0,0
Q9UBI9,34,13,2,3,0,4,3,7,2,0
Q58FF7,28,15,3,4,0,5,0,0,1,0
P31269,15,6,3,4,0,0,0,0,1,1
O60921,10,3,2,2,1,0,1,0,1,0
Q99081,101,59,23,3,1,0,1,7,5,2
P0DTW3,5,3,0,0,0,0,0,0,0,2
Q9UJY1,20,9,3,0,1,2,1,1,2,1
Q9BUJ2,88,15,25,6,1,4,0,23,13,1
P32881,4,2,0,1,0,1,0,0,0,0
Q14005,134,79,27,12,0,6,1,5,2,2
Q9NWZ3,34,20,7,2,2,2,0,1,0,0
Q8WWU7,10,8,1,1,0,0,0,0,0,0
Q06033,26,13,3,3,1,6,0,0,0,0
P17275,51,20,19,3,1,2,1,2,3,0
Q8NBE8,13,3,2,2,0,1,3,0,1,1
Q8N239,21,11,0,3,0,0,1,0,3,3
P15382,12,4,7,0,1,0,0,0,0,0
Q2KJY2,256,150,37,20,7,8,0,22,10,2
Q9NSB4,33,12,3,5,1,2,1,4,4,1
Q5SVS4,6,0,0,1,1,2,0,0,2,0
B7ZC32,49,14,11,7,1,9,0,2,3,2
Q9BYR2,33,0,1,0,0,0,14,17,0,1
Q9BYQ7,24,0,0,0,0,0,12,12,0,0
Q9NPI9,14,7,5,0,0,0,0,2,0,0
Q6L8H1,49,0,8,0,0,0,28,13,0,0
Q3LI64,10,1,1,0,0,0,4,1,3,0
O60256,19,9,4,3,0,1,1,1,0,0
P04432,12,6,2,0,0,0,1,0,1,2
P12532,17,11,0,3,0,3,0,0,0,0
Q9UBD5,28,9,1,2,5,6,4,1,0,0
Q9H6K4,7,2,0,1,0,1,0,1,0,2
A0A2R8YFM6,7,0,6,0,0,0,0,0,1,0
Q8NGI9,3,0,1,0,1,0,0,1,0,0
O43614,25,7,6,2,1,2,4,0,1,2
Q16620,34,16,12,1,1,3,0,1,0,0
P47890,3,1,1,0,0,0,0,0,0,1
P0DMB1,27,13,2,1,0,0,1,8,1,1
Q96R28,4,1,2,0,0,1,0,0,0,0
Q6ZW49,45,26,5,5,1,5,0,0,1,2
Q96FC7,21,11,4,1,0,2,2,1,0,0
Q8WUA2,30,16,5,2,2,3,0,1,1,0
Q92871,17,6,2,2,0,5,0,0,1,1
Q9UQG0,31,9,9,5,1,4,0,0,3,0
O14939,40,21,7,4,0,3,2,1,1,1
Q96HM7,25,7,1,2,0,1,0,2,9,3
O95521,19,4,3,1,0,3,2,4,0,2
O95522,9,3,1,1,0,0,2,1,0,1
Q6P2Q9,61,18,11,11,6,8,0,1,2,4
Q9NRG1,7,3,1,1,0,1,0,0,1,0
Q9H7J1,26,10,2,1,0,1,0,8,4,0
Q9UJV8,23,6,1,1,2,4,1,0,7,1
O43653,5,0,3,0,0,0,0,0,0,2
Q9UKA9,20,8,6,0,1,4,0,0,1,0
P78395,15,6,1,1,1,1,3,1,0,1
Q14671,78,41,15,5,2,5,2,4,2,2
P21246,4,1,0,0,1,0,0,0,1,1
P0DMW2,3,1,0,0,0,1,0,0,0,1
Q14807,35,22,5,1,2,2,0,1,1,1
Q9H7L2,24,12,3,0,0,2,3,3,0,1
Q03426,12,6,1,3,1,0,0,0,0,1
A0A075B6S4,8,2,2,0,0,0,1,0,1,2
P48357,56,14,24,3,4,2,3,2,0,4
Q13136,100,61,12,12,3,1,3,4,0,4
O95237,9,5,1,3,0,0,0,0,0,0
P54315,12,8,1,1,0,1,1,0,0,0
Q9Y333,3,0,0,1,0,2,0,0,0,0
O95777,4,3,1,0,0,0,0,0,0,0
Q86TE4,20,6,4,3,2,2,0,0,2,1
A0A075B6J1,11,4,2,2,0,0,1,1,0,1
Q5TIA1,31,8,9,2,2,2,0,0,0,8
Q9GZU1,35,14,5,1,0,1,5,3,4,2
P0C7V9,12,4,1,4,0,0,1,2,0,0
Q9BUT9,16,6,3,1,0,1,1,2,2,0
Q96EH3,10,6,2,0,2,0,0,0,0,0
Q03112,98,65,11,10,5,3,0,0,3,1
P41968,10,0,5,0,1,0,4,0,0,0
O43462,5,1,1,0,1,0,0,1,0,1
Q8WZ33,6,3,0,1,0,0,1,1,0,0
Q8IV50,35,26,1,0,1,3,0,3,1,0
Q8WXG6,127,79,19,12,2,2,3,0,5,5
Q9NX63,23,10,5,3,1,3,0,0,0,1
P24347,20,7,4,1,0,2,0,2,3,1
P55081,51,28,3,12,1,3,0,3,0,1
Q5T2T1,28,15,3,4,3,1,0,1,0,1
Q2M385,22,8,8,0,1,3,0,0,1,1
Q96LB1,11,4,3,1,0,0,1,1,0,1
Q9NRJ1,5,2,0,0,1,0,1,1,0,0
Q9HCE1,40,17,3,8,1,3,1,1,4,2
Q8NDA8,43,12,3,9,4,6,0,0,3,6
O15374,13,4,5,0,3,0,0,0,0,1
Q6ZUA9,37,22,3,4,1,0,3,1,1,2
Q92887,55,19,14,3,1,7,2,0,1,8
Q70IA6,9,2,4,0,0,2,0,1,0,0
Q96EF0,20,7,3,5,1,3,0,0,1,0
Q9Y216,30,22,2,3,2,1,0,0,0,0
Q96DR8,20,0,17,0,0,0,0,0,2,1
Q9H195,232,20,201,2,1,1,0,2,3,2
Q9H903,12,5,0,0,0,2,0,0,5,0
O60934,59,28,11,8,6,3,0,1,0,2
Q8N7R0,17,6,9,0,0,0,1,1,0,0
Q9H009,27,12,8,5,0,0,0,1,1,0
P04198,65,26,9,9,3,0,2,10,5,1
Q9Y5B8,15,3,6,5,0,1,0,0,0,0
Q8NEV4,81,36,13,9,3,9,3,0,4,4
Q96S97,18,3,10,0,0,0,0,1,0,4
O00533,71,28,24,6,5,5,1,0,0,2
Q9H2Z4,45,17,4,3,0,1,0,12,6,2
Q96PY6,103,58,11,19,3,4,0,0,6,2
Q9UN36,32,21,4,3,0,0,0,3,0,1
Q96G74,73,23,5,5,3,0,2,30,4,1
Q16549,35,17,8,6,2,0,0,0,1,1
Q15032,109,48,13,5,4,3,1,25,7,3
Q9H974,14,3,3,2,0,1,5,0,0,0
O75192,6,1,1,1,0,1,0,0,0,2
Q9H427,18,8,0,1,0,0,0,3,4,2
Q9BW19,51,25,12,5,0,3,0,2,3,1
A6NMS7,150,69,56,7,4,4,5,0,2,3
O14960,8,1,0,0,1,3,0,1,2,0
A0A075B6S6,6,5,0,0,0,0,0,0,0,1
Q6UWW0,6,3,0,1,0,0,0,0,0,2
Q8IYD9,26,19,4,0,0,0,0,0,3,0
Q5TDP6,16,11,1,0,2,0,0,1,0,1
Q6ZST4,9,4,1,0,0,0,0,2,2,0
Q96DT0,12,5,2,0,0,1,0,2,1,1
Q5TA77,25,6,1,0,0,0,5,11,1,1
Q8N967,25,7,10,1,0,1,0,3,1,2
Q6P1Q0,10,4,1,1,0,2,1,0,0,1
P55344,8,2,1,0,0,0,1,1,2,1
P28300,24,9,7,0,0,0,0,1,3,4
Q9BTT4,6,2,0,1,0,2,0,1,0,0
O60663,33,20,3,1,2,2,5,0,0,0
Q96T17,102,39,21,18,4,7,1,0,7,5
P62312,6,2,0,2,0,1,0,0,0,1
Q9UK45,7,1,0,1,2,1,0,1,1,0
Q14814,46,23,13,3,1,2,0,2,2,0
P50579,21,12,0,4,0,3,0,1,0,1
Q8N3Y3,27,4,4,3,2,0,1,6,4,3
Q6ZN16,48,30,6,4,1,6,0,0,1,0
Q16644,19,10,2,1,3,1,1,0,0,1
Q14D04,48,25,7,5,1,8,0,0,0,2
Q1X8D7,41,27,8,4,0,0,0,0,0,2
O15021,304,206,33,26,3,10,1,12,10,3
P35410,9,0,2,0,0,2,3,0,0,2
Q9NXL9,77,46,13,5,0,5,0,5,3,0
Q14703,50,20,12,10,2,1,1,1,3,0
Q13021,7,1,3,0,0,0,0,3,0,0
P09238,28,11,3,3,1,5,3,1,1,0
Q9BYG3,25,18,3,2,2,0,0,0,0,0
P20585,52,24,10,5,1,3,0,6,2,1
Q29980,20,5,6,3,0,1,3,1,0,1
Q13421,21,4,5,1,1,1,0,3,2,4
O60906,10,5,2,0,0,0,0,0,2,1
Q8NGC5,10,3,2,1,0,0,2,2,0,0
Q8IZS5,19,8,3,3,1,3,0,0,1,0
Q8TDS5,21,9,6,1,0,0,1,1,2,1
Q9Y5N6,8,4,0,2,1,1,0,0,0,0
Q8NH69,3,0,3,0,0,0,0,0,0,0
Q9HBI0,16,6,3,1,3,2,0,0,0,1
Q5VY43,105,30,18,2,0,0,0,53,0,2
Q8TF01,76,50,4,6,1,1,0,4,6,4
O14495,12,3,1,3,0,3,0,0,1,1
Q96N28,6,3,2,1,0,0,0,0,0,0
Q9HBV1,9,5,1,0,0,0,1,0,1,1
Q9NUX5,24,6,8,5,2,2,0,0,1,0
O15162,22,3,3,0,0,1,5,9,1,0
Q9ULU4,141,82,35,10,3,4,0,1,3,3
Q9NUQ2,8,4,1,0,0,2,0,0,1,0
Q92620,90,53,4,12,2,4,0,2,4,9
Q96KF2,8,5,0,0,0,0,1,0,2,0
Q8TAP8,17,10,0,1,1,0,1,2,0,2
Q9NQV7,66,33,7,1,2,4,0,3,14,2
Q8TCU6,87,36,13,8,3,11,1,8,3,4
Q9Y6C5,50,16,13,4,0,1,2,4,1,9
O43242,35,7,5,8,0,4,0,4,1,6
P18031,23,14,2,2,3,0,0,0,2,0
P29350,26,14,4,2,2,1,0,0,3,0
P38571,10,1,6,0,0,1,1,0,1,0
Q49AS3,2,1,0,0,0,1,0,0,0,0
O75145,105,60,12,14,3,2,2,5,2,5
P00338,25,8,1,2,3,9,0,0,1,1
Q01650,15,3,4,3,1,0,1,0,1,2
O95461,36,19,4,3,3,2,1,1,0,3
Q17RB8,43,23,6,3,1,2,1,4,2,1
Q15345,59,20,21,3,2,2,0,2,6,3
Q14693,65,44,10,3,2,5,0,0,1,0
Q96S06,26,9,3,4,0,2,1,1,2,4
P07948,33,18,2,4,2,3,1,0,3,0
O43324,9,2,2,3,0,2,0,0,0,0
Q9H9H5,27,14,1,1,0,0,3,2,5,1
Q9UPN3,337,179,45,59,23,17,1,7,4,2
Q99687,17,9,5,1,1,0,0,1,0,0
Q14676,326,161,110,34,9,1,0,0,8,3
P49736,47,31,3,5,0,4,0,0,1,3
Q8TD91,37,23,5,2,0,2,2,1,1,1
P33992,33,19,0,4,3,4,0,1,1,1
O60732,96,85,4,2,0,0,0,1,1,3
Q9NUK0,17,1,11,2,0,1,0,2,0,0
Q5I0G3,15,4,3,2,2,3,0,0,1,0
P33993,33,15,4,6,0,5,0,0,2,1
A6NE82,20,8,2,3,0,0,2,3,1,1
Q05195,22,16,3,1,0,0,1,0,0,1
Q9BQG0,73,43,6,7,4,5,0,1,0,7
Q5TF39,25,12,6,1,0,0,2,0,1,3
Q6N075,8,4,0,0,0,0,1,1,0,2
Q8NAN2,23,12,3,1,1,1,3,1,1,0
Q13219,68,21,21,2,3,2,0,15,2,2
Q96S19,10,2,4,1,1,1,1,0,0,0
O15438,54,22,13,10,2,1,1,0,1,4
P00387,7,4,1,0,0,2,0,0,0,0
Q7Z5D8,15,6,1,2,0,1,3,1,1,0
A6NI61,10,2,1,0,0,0,4,2,1,0
Q9UBC5,34,16,4,2,3,6,1,0,2,0
Q9Y6K9,38,11,1,19,0,0,1,0,1,5
P48552,110,70,16,8,7,5,0,0,1,3
Q9UHK0,50,28,8,0,5,4,2,2,1,0
A1L443,78,47,12,5,2,0,1,5,4,2
Q7L8S5,10,6,0,1,1,1,0,0,1,0
Q8WZ92,4,1,2,0,0,0,1,0,0,0
P03897,3,1,0,0,0,0,0,0,0,2
